# out-and-back closed loop (moving trim, walls>=0.75m)
1.125006,1.446125,0.750000,0.750000
1.110443,1.492397,0.750000,0.750000
1.094355,1.539012,0.750000,0.750000
1.080008,1.586280,0.750000,0.750000
1.067864,1.634753,0.750000,0.750000
1.058574,1.680875,0.750000,0.750000
1.051322,1.726862,0.750000,0.750000
1.046431,1.772301,0.750000,0.750000
1.043680,1.818622,0.750000,0.750000
1.042800,1.865419,0.750000,0.750000
1.043420,1.914193,0.750000,0.750000
1.044454,1.963482,0.750000,0.750000
1.045385,2.007852,0.750000,0.750000
1.045986,2.036463,0.750000,0.750000
1.045385,2.007852,0.750000,0.750000
1.044454,1.963482,0.750000,0.750000
1.043420,1.914193,0.750000,0.750000
1.042800,1.865419,0.750000,0.750000
1.043680,1.818622,0.750000,0.750000
1.046431,1.772301,0.750000,0.750000
1.051322,1.726862,0.750000,0.750000
1.058574,1.680875,0.750000,0.750000
1.067864,1.634753,0.750000,0.750000
1.080008,1.586280,0.750000,0.750000
1.094355,1.539012,0.750000,0.750000
1.110443,1.492397,0.750000,0.750000
1.125006,1.446125,0.750000,0.750000
1.137350,1.398372,0.750000,0.750000
1.147236,1.350276,0.750000,0.750000
1.154749,1.300483,0.750000,0.750000
1.159219,1.255769,0.750000,0.750000
1.161557,1.210492,0.750000,0.750000
1.161751,1.166880,0.750000,0.750000
1.160013,1.124638,0.750000,0.750000
1.156471,1.083349,0.750000,0.750000
1.151021,1.041676,0.750000,0.750000
1.143975,1.001576,0.750000,0.750000
1.135480,0.962955,0.750000,0.750000
1.125320,0.924484,0.750000,0.750000
1.113226,0.885405,0.750000,0.750000
1.100857,0.848926,0.750000,0.750000
1.088275,0.811470,0.750000,0.750000
1.075428,0.771286,0.750000,0.750000
1.063171,0.730740,0.750000,0.750000
1.052176,0.692751,0.750000,0.750000
1.039952,0.652501,0.750000,0.750000
1.026673,0.614435,0.750000,0.750000
1.012411,0.578459,0.750000,0.750000
0.996929,0.543627,0.750000,0.750000
0.979538,0.508480,0.750000,0.750000
0.961428,0.475354,0.750000,1.078458
0.941307,0.441888,0.750000,0.750000
0.922096,0.412585,0.750000,0.750000
0.901838,0.384061,0.750000,0.750000
0.880590,0.356383,0.750000,0.750000
0.861186,0.332829,0.750000,0.750000
0.841806,0.310769,0.750000,0.750000
0.822373,0.289970,0.750000,0.750000
0.804375,0.271774,0.750000,0.750000
0.786066,0.254240,0.750000,0.750000
0.770128,0.239710,0.750000,0.750000
0.756732,0.227993,0.750000,0.750000
0.744871,0.217979,0.750000,0.750000
0.740706,0.214536,0.750000,0.750000
0.734570,0.209544,0.750000,0.750000
0.725502,0.202328,0.750000,0.750000
0.716406,0.195247,0.750000,0.750000
0.703466,0.185440,0.750000,0.750000
0.679253,0.167897,0.750000,0.750000
0.642791,0.143563,0.750000,0.750000
0.568872,0.101244,0.750000,0.750000
0.530301,0.082527,0.750000,0.750000
0.489946,0.065202,0.750000,0.750000
0.450374,0.050315,0.750000,0.750000
0.410185,0.037227,0.750000,0.750000
0.371198,0.026394,0.750000,0.750000
0.331449,0.017183,0.750000,0.750000
0.291829,0.009783,0.750000,0.750000
0.252699,0.004180,0.750000,0.750000
0.214389,0.000305,0.750000,0.750000
0.175689,-0.002006,0.750000,0.750000
0.141865,-0.002736,0.750000,0.750000
0.111147,-0.002424,0.750000,0.750000
0.082157,-0.001531,0.750000,0.750000
0.058227,-0.000683,0.750000,0.750000
0.037522,-0.000126,0.750000,0.750000
0.017576,0.000056,0.750000,0.750000
0.011798,0.000038,0.750000,0.750000
0.011798,0.000038,0.750000,0.750000
